Aashar,Shayer
"tū hamārā javāb hai tanhā
aur terā javāb haiñ ham log",jigar-moradabadi
"tū hai dariyā-e-husn-o-mahbūbī
shakl-e-mauj-o-habāb haiñ ham log",jigar-moradabadi
"go sarāpā hijāb haiñ phir bhī
tere ruḳh kī naqāb haiñ ham log",jigar-moradabadi
"ḳhuub ham jānte haiñ apnī qadr
tere nā-kāmyāb haiñ ham log",jigar-moradabadi
"ham se ġhaflat na ho to phir kyā ho
rah-rav-e-mulk-e-ḳhvāb haiñ ham log",jigar-moradabadi
"jāntā bhī hai us ko tū vaa.iz
jis ke mast-o-ḳharāb haiñ ham log",jigar-moradabadi
"ham pe nāzil huā sahīfa-e-ishq
sāhibān-e-kitāb haiñ ham log",jigar-moradabadi
"har haqīqat se jo guzar jaa.eñ
vo sadāqat-ma.āb haiñ ham log",jigar-moradabadi
"jab milī aañkh hosh kho baiThe
kitne hāzir-javāb haiñ ham log",jigar-moradabadi
"ham se pūchho 'jigar' kī sar-mastī
mahram-e-āñ-janāb haiñ ham log",jigar-moradabadi
"jehl-e-ḳhirad ne din ye dikhā.e
ghaT ga.e insāñ baḌh ga.e saa.e",jigar-moradabadi
"haa.e vo kyūñkar dil bahlā.e
ġham bhī jis ko raas na aa.e",jigar-moradabadi
"zid par ishq agar aa jaa.e
paanī chhiḌke aag lagā.e",jigar-moradabadi
"dil pe kuchh aisā vaqt paḌā hai
bhāge lekin raah na paa.e",jigar-moradabadi
"kaisā majāz aur kaisī haqīqat
apne hī jalve apne hī saa.e",jigar-moradabadi
"jhūTī hai har ek masarrat
ruuh agar taskīn na paa.e",jigar-moradabadi
"kār-e-zamāna jitnā jitnā
bantā jaa.e bigaḌtā jaa.e",jigar-moradabadi
"zabt-e-mohabbat shart-e-mohabbat
jī hai ki zālim umDā aa.e",jigar-moradabadi
"husn vahī hai husn jo zālim
haath lagā.e haath na aa.e",jigar-moradabadi
"naġhma vahī hai naġhma ki jis ko
ruuh sune aur ruuh sunā.e",jigar-moradabadi
"rāh-e-junūñ āsān huī hai
zulf o mizha ke saa.e saa.e",jigar-moradabadi
"jo ab bhī na taklīf farmā.iyegā
to bas haath malte hī rah jā.iyegā",jigar-moradabadi
"nigāhoñ se chhup kar kahāñ jā.iyegā
jahāñ jā.iyegā hameñ pā.iyegā",jigar-moradabadi
"mirā jab burā haal sun pā.iyegā
ḳhirāmāñ ḳhirāmāñ chale ā.iyegā",jigar-moradabadi
"miTā kar hameñ aap pachhtā.iyegā
kamī koī mahsūs farmā.iyegā",jigar-moradabadi
"nahīñ khel nāseh junūñ kī haqīqat
samajh lījiyegā to samjhā.iyegā",jigar-moradabadi
"hameñ bhī ye ab dekhnā hai ki ham par
kahāñ tak tavajjoh na farmā.iyegā",jigar-moradabadi
"sitam ishq meñ aap āsāñ na samjheñ
taḌap jā.iyegā jo taḌpā.iyegā",jigar-moradabadi
"ye dil hai ise dil hī bas rahne diije
karam kījiyegā to pachhtā.iyegā",jigar-moradabadi
"kahīñ chup rahī hai zabān-e-mohabbat
na farmā.iyegā to farmā.iyegā",jigar-moradabadi
"bhulānā hamārā mubārak mubārak
magar shart ye hai na yaad ā.iyegā",jigar-moradabadi
"hameñ bhī na ab chain aa.egā jab tak
in āñkhoñ meñ aañsū na bhar lā.iyegā",jigar-moradabadi
"tirā jazba-e-shauq hai be-haqīqat
zarā phir to irshād farmā.iyegā",jigar-moradabadi
"hamīñ jab na hoñge to kyā rañg-e-mahfil
kise dekh kar aap sharmā.iyegā",jigar-moradabadi
"ye maanā ki de kar hameñ rañj-e-furqat
mudāvā-e-furqat na farmā.iyegā",jigar-moradabadi
"mohabbat mohabbat hī rahtī hai lekin
kahāñ tak tabī.at ko behlā.iyegā",jigar-moradabadi
"na hogā hamārā hī āġhosh ḳhālī
kuchh apnā bhī pahlū tahī pā.iyegā",jigar-moradabadi
"junūñ kī 'jigar' koī had bhī hai āḳhir
kahāñ tak kisī par sitam Dhā.iyegā",jigar-moradabadi
"jo tūfānoñ meñ palte jā rahe haiñ
vahī duniyā badalte jā rahe haiñ",jigar-moradabadi
"nikhartā aa rahā hai rañg-e-gulshan
ḳhas o ḳhāshāk jalte jā rahe haiñ",jigar-moradabadi
"vahīñ maiñ ḳhaak uḌtī dekhtā huuñ
jahāñ chashme ubalte jā rahe haiñ",jigar-moradabadi
"charāġh-e-dair-o-kāba allāh allāh
havā kī zid pe jalte jā rahe haiñ",jigar-moradabadi
"shabāb o husn meñ bahas aa paḌī hai
na.e pahlū nikalte jā rahe haiñ",jigar-moradabadi
"kaam āḳhir jazba-e-be-iḳhtiyār aa hī gayā
dil kuchh is sūrat se taḌpā un ko pyaar aa hī gayā",jigar-moradabadi
"jab nigāheñ uTh ga.iiñ allāh-rī merāj-shauq
dekhtā kyā huuñ vo jān-e-intizār aa hī gayā",jigar-moradabadi
"haa.e ye husn-e-tasavvur kā fareb-e-rañg-o-bū
maiñ ye samjhā jaise vo jān-e-bahār aa hī gayā",jigar-moradabadi
"haañ sazā de ai ḳhudā-e-ishq ai taufīq-e-ġham
phir zabān-e-be-adab par zikr yaar aa hī gayā",jigar-moradabadi
"is tarah ḳhush huuñ kisī ke vāda-e-fardā pe maiñ
dar-haqīqat jaise mujh ko e'tibār aa hī gayā",jigar-moradabadi
"haa.e kāfir-dil kī ye kāfir junūñ-añgeziyāñ
tum ko pyaar aa.e na aa.e mujh ko pyaar aa hī gayā",jigar-moradabadi
"dard ne karvaT hī badlī thī ki dil kī aaḌ se
daf.atan parda uThā aur parda-dār aa hī gayā",jigar-moradabadi
"dil ne ik naala kiyā aaj is tarah dīvāna-vār
baal bikhrā.e koī msatānā-vār aa hī gayā",jigar-moradabadi
"jaan hī de dī 'jigar' ne aaj pā-e-yār par
umr bhar kī be-qarārī ko qarār aa hī gayā",jigar-moradabadi
"kabhī shāḳh o sabza o barg par kabhī ġhuncha o gul o ḳhaar par
maiñ chaman meñ chāhe jahāñ rahūñ mirā haq hai fasl-e-bahār par",jigar-moradabadi
"mujhe deñ na ġhaiz meñ dhamkiyāñ gireñ laakh baar ye bijliyāñ
mirī saltanat ye hī āshiyāñ mirī milkiyat ye hī chaar par",jigar-moradabadi
"jinheñ kahiye ishq kī vus.ateñ jo haiñ ḳhaas husn kī azmateñ
ye usī ke qalb se pūchhiye jise faḳhr ho ġham-e-yār par",jigar-moradabadi
"mire ashk-e-ḳhūñ kī bahār hai ki muraqqa-e-ġham-e-yār hai
mirī shā.irī bhī nisār hai mirī chashm-e-sehr-nigār par",jigar-moradabadi
"ajab inqilāb-e-zamāna hai mirā muḳhtasar sā fasāna hai
yahī ab jo baar hai dosh par yahī sar thā zānu-e-yār par",jigar-moradabadi
"ye kamāl-e-ishq kī sāzisheñ ye jamāl-e-husn kī nāzisheñ
ye ināyateñ ye navāzisheñ mirī ek musht-e-ġhubār par",jigar-moradabadi
"mirī samt se use ai sabā ye payām-e-āḳhir-e-ġham sunā
abhī dekhnā ho to dekh jā ki ḳhizāñ hai apnī bahār par",jigar-moradabadi
"ye fareb-e-jalva hai sar-ba-sar mujhe Dar ye hai dil-e-be-ḳhabar
kahīñ jam na jaa.e tirī nazar inhīñ chand naqsh o nigār par",jigar-moradabadi
"maiñ rahīn-e-dard sahī magar mujhe aur chāhiye kyā 'jigar'
ġham-e-yār hai mirā shefta maiñ farefta ġham-e-yār par",jigar-moradabadi
"kasrat meñ bhī vahdat kā tamāshā nazar aayā
jis rañg meñ dekhā tujhe yaktā nazar aayā",jigar-moradabadi
"jab us ruḳh-e-pur-nūr kā jalva nazar aayā
ka.aba nazar aayā na kalīsā nazar aayā",jigar-moradabadi
"ye husn ye shoḳhī ye karishma ye adā.eñ
duniyā nazar aa.ī mujhe to kyā nazar aayā",jigar-moradabadi
"ik sarḳhushi-e-ishq hai ik be-ḳhudī-e-shauq
āñkhoñ ko ḳhudā jaane mirī kyā nazar aayā",jigar-moradabadi
"jab dekh na sakte the to dariyā bhī thā qatra
jab aañkh khulī qatra bhī dariyā nazar aayā",jigar-moradabadi
"qurbān tirī shān-e-ināyat ke dil o jaañ
is kam-nigahī par mujhe kyā kyā nazar aayā",jigar-moradabadi
"har rañg tire rañg meñ Duubā huā niklā
har naqsh tirā naqsh-e-kaf-e-pā nazar aayā",jigar-moradabadi
"āñkhoñ ne dikhā dī jo tire ġham kī haqīqat
aalam mujhe saarā tah-o-bālā nazar aayā",jigar-moradabadi
"har jalve ko dekhā tire jalvoñ se munavvar
har bazm meñ tū anjuman-ārā nazar aayā",jigar-moradabadi
"kiyā ta.ajjub ki mirī rūh-e-ravāñ tak pahuñche
pahle koī mire naġhmoñ kī zabāñ tak pahuñche",jigar-moradabadi
"jab har ik shorish-e-ġham zabt-e-fuġhāñ tak pahuñche
phir ḳhudā jaane ye hañgāma kahāñ tak pahuñche",jigar-moradabadi
"aañkh tak dil se na aa.e na zabāñ tak pahuñche
baat jis kī hai usī āfat-e-jāñ tak pahuñche",jigar-moradabadi
"tū jahāñ par thā bahut pahle vahīñ aaj bhī hai
dekh rindān-e-ḳhush-anfās kahāñ tak pahuñche",jigar-moradabadi
"jo zamāne ko burā kahte haiñ ḳhud haiñ vo bure
kaash ye baat tire gosh-e-girāñ tak pahuñche",jigar-moradabadi
"baḌh ke rindoñ ne qadam hazrat-e-vā.iz ke liye
girte paḌte jo dar-e-pīr-e-muġhāñ tak pahuñche",jigar-moradabadi
"tū mire hāl-e-pareshāñ pe bahut tanz na kar
apne gesū bhī zarā dekh kahāñ tak pahuñche",jigar-moradabadi
"un kā jo farz hai vo ahl-e-siyāsat jāneñ
merā paiġhām mohabbat hai jahāñ tak pahuñche",jigar-moradabadi
"ishq kī choT dikhāne meñ kahīñ aatī hai
kuchh ishāre the ki jo lafz-o-bayāñ tak pahuñche",jigar-moradabadi
"jalve betāb the jo parda-e-fitrat meñ 'jigar'
ḳhud taḌap kar mirī chashm-e-nigarāñ tak pahuñche",jigar-moradabadi
"koī ye kah de gulshan gulshan
laakh balā.eñ ek nasheman",jigar-moradabadi
"qātil rahbar qātil rahzan
dil sā dost na dil sā dushman",jigar-moradabadi
"phuul khile haiñ gulshan gulshan
lekin apnā apnā dāman",jigar-moradabadi
"ishq hai pyāre khel nahīñ hai
ishq hai kāre-shīsha-o-āhan",jigar-moradabadi
"ḳhair mizāj-e-husn kī yā-rab
tez bahut hai dil kī dhaḌkan",jigar-moradabadi
"aa ki na jaane tujh bin kab se
ruuh hai lāsha jism hai madfan",jigar-moradabadi
"aaj na jaane raaz ye kyā hai
hijr kī raat aur itnī raushan",jigar-moradabadi
"umreñ bītīñ sadiyāñ guzrīñ
hai vahī ab tak ishq kā bachpan",jigar-moradabadi
"tujh sā hasīñ aur ḳhūn-e-mohabbat
vahm hai shāyad surḳhi-e-dāman",jigar-moradabadi
"barq-e-havādis allāh allāh
jhuum rahī hai shāḳh-e-nasheman",jigar-moradabadi
"tū ne sulajh kar gesū-e-jānāñ
aur baḌhā dī shauq kī uljhan",jigar-moradabadi
"rahmat hogī tālib-e-isyāñ
rashk karegī pākī-e-dāman",jigar-moradabadi
"dil ki mujassam ā.īna-sāmāñ
aur vo zālim ā.īna-dushman",jigar-moradabadi
"baiThe ham har bazm meñ lekin
jhaaḌ ke uTThe apnā dāman",jigar-moradabadi
"hastī-e-shā.er allāh allāh
husn kī manzil ishq kā maskan",jigar-moradabadi
"rañgīñ fitrat saada tabī.at
farsh-nashīñ aur arsh-nasheman",jigar-moradabadi
"kaam adhūrā aur āzādī
naam baḌe aur thoḌe darshan",jigar-moradabadi
"sham.a hai lekin dhuñdlī dhu.dlī
saayā hai lekin raushan raushan",jigar-moradabadi
"kāñToñ kā bhī haq hai kuchh āḳhir
kaun chhuḌā.e apnā dāman",jigar-moradabadi
"chaltī phirtī chhāñv hai pyāre
kis kā sahrā kaisā gulshan",jigar-moradabadi
"kuchh is adā se aaj vo pahlū-nashīñ rahe
jab tak hamāre paas rahe ham nahīñ rahe",jigar-moradabadi
"īmān-o-kufr aur na duniyā-o-dīñ rahe
ai ishq-e-shād-bāsh ki tanhā hamīñ rahe",jigar-moradabadi
"aalam jab ek haal pe qaa.em nahīñ rahe
kyā ḳhaak e'tibār-e-nigāh-e-yaqīn rahe",jigar-moradabadi
"merī zabāñ pe shikva-e-dard-āfrīñ rahe
shāyad mire havās Thikāne nahīñ rahe",jigar-moradabadi
"jab tak ilāhī jism meñ jān-e-hazīñ rahe
nazreñ mirī javān raheñ dil hasīñ rahe",jigar-moradabadi
"yā-rab kisī ke rāz-e-mohabbat kī ḳhair ho
dast-e-junūñ rahe na rahe āstīñ rahe",jigar-moradabadi
"tā-chand josh-e-ishq meñ dil kī hifāzateñ
merī balā se ab vo junūnī kahīñ rahe",jigar-moradabadi
"jā aur koī zabt kī duniyā talāsh kar
ai ishq ham to ab tire qābil nahīñ rahe",jigar-moradabadi
"mujh ko nahīñ qubūl do-ālam kī vus.ateñ
qismat meñ kū-e-yār kī do-gaz zamīñ rahe",jigar-moradabadi
"ai ishq-e-nālā-kash tirī ġhairat ko kyā huā
hai hai araq araq vo tan-e-nāznīñ rahe",jigar-moradabadi
"dard-o-ġham-e-firāq ke ye saḳht marhale
hairāñ huuñ maiñ ki phir bhī tum itne hasīñ rahe",jigar-moradabadi
"allāh-re chashm-e-yār kī mojiz-bayāniyāñ
har ik ko hai gumāñ ki muḳhātib hamīñ rahe",jigar-moradabadi
"zālim uThā tū parda-e-vahm-o-gumān-o-fikr
kyā sāmne vo marhala-hā-e-yaqīñ rahe",jigar-moradabadi
"zāt-o-sifāt-e-husn kā aalam nazar meñ hai
mahdūd-e-sajda kyā mirā zauq-e-jabīñ rahe",jigar-moradabadi
"kis dard se kisī ne kahā aaj bazm meñ
achchhā ye hai vo nañg-e-mohabbat yahīñ rahe",jigar-moradabadi
"sar-dādgān-e-ishq-o-mohabbat kī kyā kamī
qātil kī teġh tez ḳhudā kī zamīñ rahe",jigar-moradabadi
"is ishq kī talāfi-e-māfāt dekhnā
rone kī hasrateñ haiñ jab aañsū nahīñ rahe",jigar-moradabadi
"kyā barābar kā mohabbat meñ asar hotā hai
dil idhar hotā hai zālim na udhar hotā hai",jigar-moradabadi
"ham ne kyā kuchh na kiyā dīda-e-dil kī ḳhātir
log kahte haiñ duāoñ meñ asar hotā hai",jigar-moradabadi
"dil to yuuñ dil se milāyā ki na rakkhā merā
ab nazar ke liye kyā hukm-e-nazar hotā hai",jigar-moradabadi
"maiñ gunahgār-e-junūñ maiñ ne ye maanā lekin
kuchh udhar se bhī taqāzā-e-nazar hotā hai",jigar-moradabadi
"kaun dekhe use betāb-e-mohabbat ai dil
tū vo naale hī na kar jin meñ asar hotā hai",jigar-moradabadi
"lākhoñ meñ intiḳhāb ke qābil banā diyā
jis dil ko tum ne dekh liyā dil banā diyā",jigar-moradabadi
"har-chand kar diyā mujhe barbād ishq ne
lekin unheñ to shefta-e-dil banā diyā",jigar-moradabadi
"pahle kahāñ ye naaz the ye ishva o adā
dil ko duā.eñ do tumheñ qātil banā diyā",jigar-moradabadi
"mohabbat meñ ye kyā maqām aa rahe haiñ
ki manzil pe haiñ aur chale jā rahe haiñ",jigar-moradabadi
"ye kah kah ke ham dil ko bahlā rahe haiñ
vo ab chal chuke haiñ vo ab aa rahe haiñ",jigar-moradabadi
"vo az-ḳhud hī nādim hue jā rahe haiñ
ḳhudā jaane kyā kyā ḳhayāl aa rahe haiñ",jigar-moradabadi
"hamāre hī dil se maze un ke pūchho
vo dhoke jo dānista ham khā rahe haiñ",jigar-moradabadi
"jafā karne vāloñ ko kyā ho gayā hai
vafā kar ke bhī ham to sharmā rahe haiñ",jigar-moradabadi
"vo aalam hai ab yaaro aġhyār kaise
hamīñ apne dushman hue jā rahe haiñ",jigar-moradabadi
"mizāj-e-girāmī kī ho ḳhair yā-rab
ka.ī din se aksar vo yaad aa rahe haiñ",jigar-moradabadi
"nazar milā ke mire paas aa ke luuT liyā
nazar haTī thī ki phir muskurā ke luuT liyā",jigar-moradabadi
"shikast-e-husn kā jalva dikhā ke luuT liyā
nigāh nīchī kiye sar jhukā ke luuT liyā",jigar-moradabadi
"duhā.ī hai mire allāh kī duhā.ī hai
kisī ne mujh se bhī mujh ko chhupā ke luuT liyā",jigar-moradabadi
"salām us pe ki jis ne uThā ke parda-e-dil
mujhī meñ rah ke mujhī meñ samā ke luuT liyā",jigar-moradabadi
"unhīñ ke dil se koī us kī azmateñ pūchhe
vo ek dil jise sab kuchh luTā ke luuT liyā",jigar-moradabadi
"yahāñ to ḳhud tirī hastī hai ishq ko darkār
vo aur hoñge jinheñ muskurā ke luuT liyā",jigar-moradabadi
"ḳhushā vo jaan jise dī ga.ī amānat-e-ishq
rahe vo dil jise apnā banā ke luuT liyā",jigar-moradabadi
"nigāh Daal dī jis par hasīn āñkhoñ ne
use bhī husn-e-mujassam banā ke luuT liyā",jigar-moradabadi
"baḌe vo aa.e dil o jaañ ke lūTne vaale
nazar se chheḌ diyā gudgudā ke luuT liyā",jigar-moradabadi
"rahā ḳharāb-e-mohabbat hī vo jise tū ne
ḳhud apnā dard-e-mohabbat dikhā ke luuT liyā",jigar-moradabadi
"koī ye luuT to dekhe ki us ne jab chāhā
tamām hastī-e-dil ko jagā ke luuT liyā",jigar-moradabadi
"karishmā-sāzi-e-husn-e-azal are tauba
mirā hī ā.īna mujh ko dikhā ke luuT liyā",jigar-moradabadi
"na luTte ham magar un mast añkhḌiyoñ ne 'jigar'
nazar bachāte hue DabDabā ke luuT liyā",jigar-moradabadi
"sab pe tū mehrbān hai pyāre
kuchh hamārā bhī dhyān hai pyāre",jigar-moradabadi
"aa ki tujh bin bahut dinoñ se ye dil
ek suunā makān hai pyāre",jigar-moradabadi
"tū jahāñ naaz se qadam rakh de
vo zamīn āsmān hai pyāre",jigar-moradabadi
"muḳhtasar hai ye shauq kī rūdād
har nafas dāstān hai pyāre",jigar-moradabadi
"apne jī meñ zarā to kar insāf
kab se nā-mehrbān hai pyāre",jigar-moradabadi
"sabr TuuTe hue diloñ kā na le
tū yūñhī dhaan paan hai pyāre",jigar-moradabadi
"ham se jo ho sakā so kar guzre
ab tirā imtihān hai pyāre",jigar-moradabadi
"mujh meñ tujh meñ to koī farq nahīñ
ishq kyuuñ darmiyān hai pyāre",jigar-moradabadi
"kyā kahe hāl-e-dil ġharīb 'jigar'
TuuTī phūTī zabān hai pyāre",jigar-moradabadi
"sabhī andāz-e-husn pyāre haiñ
ham magar sādgī ke maare haiñ",jigar-moradabadi
"us kī rātoñ kā intiqām na pūchh
jis ne hañs hañs ke din guzāre haiñ",jigar-moradabadi
"ai sahāroñ kī zindagī vaalo
kitne insān be-sahāre haiñ",jigar-moradabadi
"lāla-o-gul se tujh ko kyā nisbat
nā-mukammal se isti.āre haiñ",jigar-moradabadi
"ham to ab Duub kar hī ubhreñge
vo raheñ shaad jo kināre haiñ",jigar-moradabadi
"shab-e-furqat bhī jagmagā uTThī
ashk-e-ġham haiñ ki māh-pāre haiñ",jigar-moradabadi
"ātish-e-ishq vo jahannam hai
jis meñ firdaus ke nazāre haiñ",jigar-moradabadi
"vo hamīñ haiñ ki jin ke hāthoñ ne
gesū-e-zindagī sañvāre haiñ",jigar-moradabadi
"husn kī be-niyāziyoñ pe na jā
be-ishāre bhī kuchh ishāre haiñ",jigar-moradabadi
"shā.er-e-fitrat huuñ jab bhī fikr farmātā huuñ maiñ
ruuh ban kar zarre zarre meñ samā jaatā huuñ maiñ",jigar-moradabadi
"aa ki tujh bin is tarah ai dost ghabrātā huuñ maiñ
jaise har shai meñ kisī shai kī kamī paatā huuñ maiñ",jigar-moradabadi
"jis qadar afsāna-e-hastī ko dohrātā huuñ maiñ
aur bhī be-gāna-e-hastī huā jaatā huuñ maiñ",jigar-moradabadi
"jab makān-o-lā-makāñ sab se guzar jaatā huuñ maiñ
allāh allāh tujh ko ḳhud apnī jagah paatā huuñ maiñ",jigar-moradabadi
"terī sūrat kā jo ā.īna use paatā huuñ maiñ
apne dil par aap kyā kyā naaz farmātā huuñ maiñ",jigar-moradabadi
"yak-ba-yak ghabrā ke jitnī duur haT aatā huuñ maiñ
aur bhī us shoḳh ko nazdīk-tar paatā huuñ maiñ",jigar-moradabadi
"merī hastī shauq-e-paiham merī fitrat iztirāb
koī manzil ho magar guzrā chalā jaatā huuñ maiñ",jigar-moradabadi
"hā.e-rī majbūriyāñ tark-e-mohabbat ke liye
mujh ko samjhāte haiñ vo aur un ko samjhātā huuñ maiñ",jigar-moradabadi
"merī himmat dekhnā merī tabī.at dekhnā
jo sulajh jaatī hai gutthī phir se uljhātā huuñ maiñ",jigar-moradabadi
"husn ko kyā dushmanī hai ishq ko kyā bair hai
apne hī qadmoñ kī ḳhud hī Thokareñ khātā huuñ maiñ",jigar-moradabadi
"terī mahfil tere jalve phir taqāzā kyā zarūr
le uThā jaatā huuñ zālim le chalā jaatā huuñ maiñ",jigar-moradabadi
"tā-kujā ye parda-dārī-ha-e-ishq-o-lāf-e-husn
haañ sambhal jaa.eñ do-ālam hosh meñ aatā huuñ maiñ",jigar-moradabadi
"merī ḳhātir ab vo taklīf-e-tajalli kyuuñ kareñ
apnī gard-e-shauq meñ ḳhud hī chhupā jaatā huuñ maiñ",jigar-moradabadi
"dil mujassam sher-o-naġhma vo sarāpā rañg-o-bū
kyā fazā.eñ haiñ ki jin meñ hal huā jaatā huuñ maiñ",jigar-moradabadi
"tā-kujā zabt-e-mohabbat tā-kujā dard-e-firāq
rahm kar mujh par ki terā raaz kahlātā huuñ maiñ",jigar-moradabadi
"vāh-re shauq-e-shahādat kū-e-qātil kī taraf
gungunātā raqs kartā jhūmtā jaatā huuñ maiñ",jigar-moradabadi
"yā vo sūrat ḳhud jahān-e-rañg-o-bū mahkūm thā
yā ye aalam apne saa.e se dabā jaatā huuñ maiñ",jigar-moradabadi
"dekhnā is ishq kī ye turfa-kārī dekhnā
vo jafā karte haiñ mujh par aur sharmātā huuñ maiñ",jigar-moradabadi
"ek dil hai aur tūfān-e-havādis ai 'jigar'
ek shīsha hai ki har patthar se Takrātā huuñ maiñ",jigar-moradabadi
"shab-e-firāq hai aur niind aa.ī jaatī hai
kuchh is meñ un kī tavajjoh bhī paa.ī jaatī hai",jigar-moradabadi
"ye umr-e-ishq yūñhī kyā gañvā.ī jaatī hai
hayāt zinda haqīqat banā.ī jaatī hai",jigar-moradabadi
"banā banā ke jo duniyā miTā.ī jaatī hai
zarūr koī kamī hai ki paa.ī jaatī hai",jigar-moradabadi
"hamīñ pe ishq kī tohmat lagā.ī jaatī hai
magar ye sharm jo chehre pe chhā.ī jaatī hai",jigar-moradabadi
"ḳhudā kare ki haqīqat meñ zindagī ban jaa.e
vo zindagī jo zabāñ tak hī paa.ī jaatī hai",jigar-moradabadi
"gunāhgār ke dil se na bach ke chal zāhid
yahīñ kahīñ tirī jannat bhī paa.ī jaatī hai",jigar-moradabadi
"na soz-e-ishq na barq-e-jamāl par ilzām
diloñ meñ aag ḳhushī se lagā.ī jaatī hai",jigar-moradabadi
"kuchh aise bhī to haiñ rindān-e-pāk-bāz 'jigar'
ki jin ko be-mai-o-sāġhar pilā.ī jaatī hai",jigar-moradabadi
"sharmā ga.e lajā ga.e dāman chhuḌā ga.e
ai ishq marhabā vo yahāñ tak to aa ga.e",jigar-moradabadi
"dil par hazār tarah ke auhām chhā ga.e
ye tum ne kyā kiyā mirī duniyā meñ aa ga.e",jigar-moradabadi
"sab kuchh luTā ke rāh-e-mohabbat meñ ahl-e-dil
ḳhush haiñ ki jaise daulat-e-kaunain pā ga.e",jigar-moradabadi
"sehn-e-chaman ko apnī bahāroñ pe naaz thā
vo aa ga.e to saarī bahāroñ pe chhā ga.e",jigar-moradabadi
"aql o junūñ meñ sab kī thiiñ rāheñ judā judā
hir-phir ke lekin ek hī manzil pe aa ga.e",jigar-moradabadi
"ab kyā karūñ maiñ fitrat-e-nākām-e-ishq ko
jitne the hādsāt mujhe raas aa ga.e",jigar-moradabadi
"tabī.at in dinoñ begāna-e-ġham hotī jaatī hai
mire hisse kī goyā har ḳhushī kam hotī jaatī hai",jigar-moradabadi
"sahar hone ko hai bedār shabnam hotī jaatī hai
ḳhushī minjumala-o-asbāb-e-mātam hotī jaatī hai",jigar-moradabadi
"qayāmat kyā ye ai husn-e-do-ālam hotī jaatī hai
ki mahfil to vahī hai dil-kashī kam hotī jaatī hai",jigar-moradabadi
"vahī mai-ḳhāna-o-sahbā vahī sāġhar vahī shīsha
magar āvāz-e-noshā-nosh maddham hotī jaatī hai",jigar-moradabadi
